"NO SUCCURSALE";"CODE SAQ (CIP)";"QTÉ INVENTAIRE(unités)";"ANNÉE";"PÉRIODE";"SEMAINE";"DATE DU JOUR"
'33562';'14545132';5;2025;11;3;'2026/01/24'
'33562';'14561781';17;2025;11;3;'2026/01/24'
'33562';'14682882';15;2025;11;3;'2026/01/24'
'33562';'14758699';50;2025;11;3;'2026/01/24'
'33562';'14954868';13;2025;11;3;'2026/01/24'
'33562';'14954892';22;2025;11;3;'2026/01/24'
'33562';'14989770';16;2025;11;3;'2026/01/24'
'33562';'14989788';47;2025;11;3;'2026/01/24'
'33562';'14989809';51;2025;11;3;'2026/01/24'
'33562';'14989825';19;2025;11;3;'2026/01/24'
'33562';'15095284';20;2025;11;3;'2026/01/24'
'33562';'15168156';114;2025;11;3;'2026/01/24'
'33562';'15298014';220;2025;11;3;'2026/01/24'
'33562';'15303872';12;2025;11;3;'2026/01/24'
'33562';'15303910';17;2025;11;3;'2026/01/24'
'33562';'15311581';7;2025;11;3;'2026/01/24'
'33562';'15384553';9;2025;11;3;'2026/01/24'
'33562';'15474217';232;2025;11;3;'2026/01/24'
'33562';'15489099';6;2025;11;3;'2026/01/24'
'33563';'14758699';12;2025;11;3;'2026/01/24'
'33563';'14989788';2;2025;11;3;'2026/01/24'
'33563';'14989809';1;2025;11;3;'2026/01/24'
'33563';'14989825';9;2025;11;3;'2026/01/24'
'33563';'15311581';12;2025;11;3;'2026/01/24'
'33563';'15474217';124;2025;11;3;'2026/01/24'
'33564';'14064873';12;2025;11;3;'2026/01/24'
'33564';'14545132';4;2025;11;3;'2026/01/24'
'33564';'14561781';15;2025;11;3;'2026/01/24'
'33564';'14682882';25;2025;11;3;'2026/01/24'
'33564';'14758699';7;2025;11;3;'2026/01/24'
'33564';'14954868';20;2025;11;3;'2026/01/24'
'33564';'14954892';21;2025;11;3;'2026/01/24'
'33564';'14989770';12;2025;11;3;'2026/01/24'
'33564';'14989788';6;2025;11;3;'2026/01/24'
'33564';'14989809';12;2025;11;3;'2026/01/24'
'33564';'14989825';5;2025;11;3;'2026/01/24'
'33564';'15095284';9;2025;11;3;'2026/01/24'
'33564';'15168156';30;2025;11;3;'2026/01/24'
'33564';'15298014';24;2025;11;3;'2026/01/24'
'33564';'15303872';11;2025;11;3;'2026/01/24'
'33564';'15303910';9;2025;11;3;'2026/01/24'
'33564';'15311581';6;2025;11;3;'2026/01/24'
'33564';'15474217';1;2025;11;3;'2026/01/24'
'33564';'15489099';29;2025;11;3;'2026/01/24'
'33565';'14064873';3;2025;11;3;'2026/01/24'
'33565';'14545132';12;2025;11;3;'2026/01/24'
'33565';'14561781';10;2025;11;3;'2026/01/24'
'33565';'14682882';16;2025;11;3;'2026/01/24'
'33565';'14758699';10;2025;11;3;'2026/01/24'
'33565';'14954868';11;2025;11;3;'2026/01/24'
'33565';'14954892';4;2025;11;3;'2026/01/24'
'33565';'14989770';5;2025;11;3;'2026/01/24'
'33565';'14989833';4;2025;11;3;'2026/01/24'
'33565';'15095284';7;2025;11;3;'2026/01/24'
'33565';'15168156';6;2025;11;3;'2026/01/24'
'33565';'15303910';14;2025;11;3;'2026/01/24'
'33565';'15311581';10;2025;11;3;'2026/01/24'
'33565';'15474217';24;2025;11;3;'2026/01/24'
'33566';'14064873';7;2025;11;3;'2026/01/24'
'33566';'14682882';15;2025;11;3;'2026/01/24'
'33566';'14954892';22;2025;11;3;'2026/01/24'
'33566';'14989825';8;2025;11;3;'2026/01/24'
'33566';'15095284';4;2025;11;3;'2026/01/24'
'33566';'15489099';11;2025;11;3;'2026/01/24'
'33567';'14064873';18;2025;11;3;'2026/01/24'
'33567';'14545132';12;2025;11;3;'2026/01/24'
'33567';'14682882';17;2025;11;3;'2026/01/24'
'33567';'14954892';52;2025;11;3;'2026/01/24'
'33567';'14989809';46;2025;11;3;'2026/01/24'
'33567';'15168156';29;2025;11;3;'2026/01/24'
'33567';'15474217';4;2025;11;3;'2026/01/24'
'33568';'14064873';2;2025;11;3;'2026/01/24'
'33568';'14682882';12;2025;11;3;'2026/01/24'
'33568';'14758699';15;2025;11;3;'2026/01/24'
'33568';'14954868';6;2025;11;3;'2026/01/24'
'33568';'14989770';12;2025;11;3;'2026/01/24'
'33568';'14989788';7;2025;11;3;'2026/01/24'
'33568';'14989833';8;2025;11;3;'2026/01/24'
'33568';'15095284';21;2025;11;3;'2026/01/24'
'33568';'15168156';15;2025;11;3;'2026/01/24'
'33568';'15298014';24;2025;11;3;'2026/01/24'
'33568';'15474217';7;2025;11;3;'2026/01/24'
'33569';'14064873';2;2025;11;3;'2026/01/24'
'33569';'14561781';12;2025;11;3;'2026/01/24'
'33569';'14682882';9;2025;11;3;'2026/01/24'
'33569';'14954868';8;2025;11;3;'2026/01/24'
'33569';'14954892';6;2025;11;3;'2026/01/24'
'33569';'14989770';2;2025;11;3;'2026/01/24'
'33569';'15168156';162;2025;11;3;'2026/01/24'
'33569';'15311581';2;2025;11;3;'2026/01/24'
'33570';'14064873';55;2025;11;3;'2026/01/24'
'33570';'14545132';6;2025;11;3;'2026/01/24'
'33570';'14682882';21;2025;11;3;'2026/01/24'
'33570';'14954892';34;2025;11;3;'2026/01/24'
'33570';'14989788';12;2025;11;3;'2026/01/24'
'33570';'14989825';24;2025;11;3;'2026/01/24'
'33570';'15298014';240;2025;11;3;'2026/01/24'
'33570';'15384553';2;2025;11;3;'2026/01/24'
'33571';'14682882';17;2025;11;3;'2026/01/24'
'33571';'14954892';12;2025;11;3;'2026/01/24'
'33571';'14989788';12;2025;11;3;'2026/01/24'
'33571';'14989809';11;2025;11;3;'2026/01/24'
'33571';'15095284';9;2025;11;3;'2026/01/24'
'33571';'15311581';11;2025;11;3;'2026/01/24'
'33573';'14064873';56;2025;11;3;'2026/01/24'
'33573';'14682882';7;2025;11;3;'2026/01/24'
'33573';'14758699';7;2025;11;3;'2026/01/24'
'33573';'14954868';29;2025;11;3;'2026/01/24'
'33573';'14954892';13;2025;11;3;'2026/01/24'
'33573';'14989770';7;2025;11;3;'2026/01/24'
'33573';'14989788';22;2025;11;3;'2026/01/24'
'33573';'14989809';26;2025;11;3;'2026/01/24'
'33573';'14989825';19;2025;11;3;'2026/01/24'
'33573';'14989833';8;2025;11;3;'2026/01/24'
'33573';'15298014';36;2025;11;3;'2026/01/24'
'33573';'15384553';2;2025;11;3;'2026/01/24'
'33573';'15474217';28;2025;11;3;'2026/01/24'
'33573';'15489099';5;2025;11;3;'2026/01/24'
'33574';'14682882';7;2025;11;3;'2026/01/24'
'33574';'14758699';13;2025;11;3;'2026/01/24'
'33574';'14954868';10;2025;11;3;'2026/01/24'
'33574';'14954892';9;2025;11;3;'2026/01/24'
'33574';'14989770';7;2025;11;3;'2026/01/24'
'33574';'14989809';8;2025;11;3;'2026/01/24'
'33574';'15095284';8;2025;11;3;'2026/01/24'
'33574';'15168156';18;2025;11;3;'2026/01/24'
'33574';'15298014';80;2025;11;3;'2026/01/24'
'33574';'15474217';72;2025;11;3;'2026/01/24'
'33575';'14064873';2;2025;11;3;'2026/01/24'
'33575';'14682882';2;2025;11;3;'2026/01/24'
'33575';'14758699';15;2025;11;3;'2026/01/24'
'33575';'14989788';12;2025;11;3;'2026/01/24'
'33575';'14989825';14;2025;11;3;'2026/01/24'
'33575';'15095284';22;2025;11;3;'2026/01/24'
'33575';'15168156';24;2025;11;3;'2026/01/24'
'33575';'15298014';16;2025;11;3;'2026/01/24'
'33575';'15384553';3;2025;11;3;'2026/01/24'
'33575';'15474217';48;2025;11;3;'2026/01/24'
'33575';'15489099';6;2025;11;3;'2026/01/24'
'33576';'14954868';7;2025;11;3;'2026/01/24'
'33576';'14954892';28;2025;11;3;'2026/01/24'
'33576';'14989788';11;2025;11;3;'2026/01/24'
'33576';'15474217';156;2025;11;3;'2026/01/24'
'33577';'14561781';3;2025;11;3;'2026/01/24'
'33577';'14758699';9;2025;11;3;'2026/01/24'
'33577';'14954892';11;2025;11;3;'2026/01/24'
'33577';'14989825';12;2025;11;3;'2026/01/24'
'33577';'15095284';7;2025;11;3;'2026/01/24'
'33577';'15168156';19;2025;11;3;'2026/01/24'
'33577';'15311581';7;2025;11;3;'2026/01/24'
'33578';'15474217';108;2025;11;3;'2026/01/24'
'33581';'14064873';14;2025;11;3;'2026/01/24'
'33581';'14682882';8;2025;11;3;'2026/01/24'
'33581';'14758699';8;2025;11;3;'2026/01/24'
'33581';'14954868';1;2025;11;3;'2026/01/24'
'33581';'14989788';5;2025;11;3;'2026/01/24'
'33582';'14064873';9;2025;11;3;'2026/01/24'
'33582';'14954892';4;2025;11;3;'2026/01/24'
'33582';'14989788';2;2025;11;3;'2026/01/24'
'33582';'14989825';10;2025;11;3;'2026/01/24'
'33582';'15095284';10;2025;11;3;'2026/01/24'
'33582';'15298014';20;2025;11;3;'2026/01/24'
'33582';'15474217';157;2025;11;3;'2026/01/24'
'33583';'14064873';25;2025;11;3;'2026/01/24'
'33583';'14682882';13;2025;11;3;'2026/01/24'
'33583';'14954892';8;2025;11;3;'2026/01/24'
'33583';'14989809';5;2025;11;3;'2026/01/24'
'33583';'15168156';48;2025;11;3;'2026/01/24'
'33583';'15298014';30;2025;11;3;'2026/01/24'
'33583';'15474217';8;2025;11;3;'2026/01/24'
'33584';'14064873';8;2025;11;3;'2026/01/24'
'33584';'14682882';12;2025;11;3;'2026/01/24'
'33584';'14758699';9;2025;11;3;'2026/01/24'
'33584';'14954868';10;2025;11;3;'2026/01/24'
'33584';'14989770';13;2025;11;3;'2026/01/24'
'33584';'14989809';6;2025;11;3;'2026/01/24'
'33584';'14989825';6;2025;11;3;'2026/01/24'
'33584';'15095284';7;2025;11;3;'2026/01/24'
'33584';'15303910';12;2025;11;3;'2026/01/24'
'33584';'15311581';11;2025;11;3;'2026/01/24'
'33584';'15384553';1;2025;11;3;'2026/01/24'
'33584';'15489099';12;2025;11;3;'2026/01/24'
'33585';'14064873';12;2025;11;3;'2026/01/24'
'33585';'14682882';16;2025;11;3;'2026/01/24'
'33585';'14758699';-1;2025;11;3;'2026/01/24'
'33585';'14954868';12;2025;11;3;'2026/01/24'
'33585';'14954892';10;2025;11;3;'2026/01/24'
'33585';'14989770';22;2025;11;3;'2026/01/24'
'33585';'14989809';8;2025;11;3;'2026/01/24'
'33585';'14989825';11;2025;11;3;'2026/01/24'
'33585';'14989833';12;2025;11;3;'2026/01/24'
'33585';'15095284';8;2025;11;3;'2026/01/24'
'33585';'15168156';24;2025;11;3;'2026/01/24'
'33585';'15298014';4;2025;11;3;'2026/01/24'
'33585';'15311581';2;2025;11;3;'2026/01/24'
'33585';'15384553';6;2025;11;3;'2026/01/24'
'33585';'15474217';52;2025;11;3;'2026/01/24'
'33586';'14064873';12;2025;11;3;'2026/01/24'
'33586';'14545132';1;2025;11;3;'2026/01/24'
'33586';'14682882';6;2025;11;3;'2026/01/24'
'33586';'14758699';11;2025;11;3;'2026/01/24'
'33586';'14954868';8;2025;11;3;'2026/01/24'
'33586';'14954892';4;2025;11;3;'2026/01/24'
'33586';'14989788';9;2025;11;3;'2026/01/24'
'33586';'14989809';7;2025;11;3;'2026/01/24'
'33586';'14989825';12;2025;11;3;'2026/01/24'
'33586';'14989833';10;2025;11;3;'2026/01/24'
'33586';'15095284';4;2025;11;3;'2026/01/24'
'33586';'15311581';11;2025;11;3;'2026/01/24'
'33587';'14989809';13;2025;11;3;'2026/01/24'
'33587';'15168156';4;2025;11;3;'2026/01/24'
'33587';'15298014';24;2025;11;3;'2026/01/24'
'33587';'15311581';4;2025;11;3;'2026/01/24'
'33588';'14954892';523;2025;11;3;'2026/01/24'
'33589';'14545132';9;2025;11;3;'2026/01/24'
'33589';'14682882';14;2025;11;3;'2026/01/24'
'33589';'14758699';9;2025;11;3;'2026/01/24'
'33589';'14954892';11;2025;11;3;'2026/01/24'
'33589';'14989770';1;2025;11;3;'2026/01/24'
'33589';'15298014';27;2025;11;3;'2026/01/24'
'33589';'15474217';28;2025;11;3;'2026/01/24'
'33590';'14064873';22;2025;11;3;'2026/01/24'
'33590';'14545132';14;2025;11;3;'2026/01/24'
'33590';'14758699';8;2025;11;3;'2026/01/24'
'33590';'14989809';28;2025;11;3;'2026/01/24'
'33590';'14989825';3;2025;11;3;'2026/01/24'
'33590';'15168156';30;2025;11;3;'2026/01/24'
'33590';'15303872';14;2025;11;3;'2026/01/24'
'33590';'15474217';24;2025;11;3;'2026/01/24'
'33590';'15489099';7;2025;11;3;'2026/01/24'
'33592';'14682882';13;2025;11;3;'2026/01/24'
'33592';'14758699';3;2025;11;3;'2026/01/24'
'33592';'14989770';11;2025;11;3;'2026/01/24'
'33592';'14989825';3;2025;11;3;'2026/01/24'
'33592';'15474217';80;2025;11;3;'2026/01/24'
'33594';'14064873';11;2025;11;3;'2026/01/24'
'33594';'14758699';11;2025;11;3;'2026/01/24'
'33594';'14954892';13;2025;11;3;'2026/01/24'
'33594';'15298014';40;2025;11;3;'2026/01/24'
'33594';'15474217';12;2025;11;3;'2026/01/24'
'33595';'14682882';3;2025;11;3;'2026/01/24'
'33595';'14954868';2;2025;11;3;'2026/01/24'
'33595';'14954892';4;2025;11;3;'2026/01/24'
'33595';'14989833';12;2025;11;3;'2026/01/24'
'33595';'15168156';54;2025;11;3;'2026/01/24'
'33595';'15303872';10;2025;11;3;'2026/01/24'
'33596';'14064873';17;2025;11;3;'2026/01/24'
'33596';'14561781';1;2025;11;3;'2026/01/24'
'33596';'14682882';10;2025;11;3;'2026/01/24'
'33596';'14758699';4;2025;11;3;'2026/01/24'
'33596';'14954868';18;2025;11;3;'2026/01/24'
'33596';'14989770';3;2025;11;3;'2026/01/24'
'33596';'14989788';10;2025;11;3;'2026/01/24'
'33596';'14989809';11;2025;11;3;'2026/01/24'
'33596';'14989825';11;2025;11;3;'2026/01/24'
'33596';'15303910';10;2025;11;3;'2026/01/24'
'33596';'15311581';11;2025;11;3;'2026/01/24'
'33599';'14064873';15;2025;11;3;'2026/01/24'
'33599';'14989809';12;2025;11;3;'2026/01/24'
'33599';'14989825';13;2025;11;3;'2026/01/24'
'33599';'15095284';3;2025;11;3;'2026/01/24'
'33599';'15384553';3;2025;11;3;'2026/01/24'
'33601';'14545132';10;2025;11;3;'2026/01/24'
'33601';'14682882';11;2025;11;3;'2026/01/24'
'33601';'14954868';7;2025;11;3;'2026/01/24'
'33601';'14954892';7;2025;11;3;'2026/01/24'
'33601';'14989809';12;2025;11;3;'2026/01/24'
'33601';'14989825';20;2025;11;3;'2026/01/24'
'33601';'15168156';126;2025;11;3;'2026/01/24'
'33601';'15303872';4;2025;11;3;'2026/01/24'
'33601';'15474217';8;2025;11;3;'2026/01/24'
'33604';'14064873';27;2025;11;3;'2026/01/24'
'33604';'14682882';10;2025;11;3;'2026/01/24'
'33604';'14758699';10;2025;11;3;'2026/01/24'
'33604';'14954868';1;2025;11;3;'2026/01/24'
'33604';'14954892';18;2025;11;3;'2026/01/24'
'33604';'14989825';17;2025;11;3;'2026/01/24'
'33604';'15168156';4;2025;11;3;'2026/01/24'
'33604';'15384553';2;2025;11;3;'2026/01/24'
'33604';'15474217';56;2025;11;3;'2026/01/24'
'33605';'14064873';3;2025;11;3;'2026/01/24'
'33605';'14545132';19;2025;11;3;'2026/01/24'
'33605';'14682882';10;2025;11;3;'2026/01/24'
'33605';'14758699';11;2025;11;3;'2026/01/24'
'33605';'14954868';4;2025;11;3;'2026/01/24'
'33605';'14954892';12;2025;11;3;'2026/01/24'
'33605';'14989770';7;2025;11;3;'2026/01/24'
'33605';'14989788';7;2025;11;3;'2026/01/24'
'33605';'14989809';16;2025;11;3;'2026/01/24'
'33605';'14989825';12;2025;11;3;'2026/01/24'
'33605';'14989833';14;2025;11;3;'2026/01/24'
'33605';'15095284';4;2025;11;3;'2026/01/24'
'33605';'15298014';44;2025;11;3;'2026/01/24'
'33605';'15311581';10;2025;11;3;'2026/01/24'
'33605';'15474217';4;2025;11;3;'2026/01/24'
'33606';'14064873';9;2025;11;3;'2026/01/24'
'33606';'14682882';11;2025;11;3;'2026/01/24'
'33608';'14682882';20;2025;11;3;'2026/01/24'
'33608';'14954892';8;2025;11;3;'2026/01/24'
'33608';'14989788';7;2025;11;3;'2026/01/24'
'33608';'15298014';20;2025;11;3;'2026/01/24'
'33608';'15474217';84;2025;11;3;'2026/01/24'
'33609';'14064873';10;2025;11;3;'2026/01/24'
'33609';'14545132';13;2025;11;3;'2026/01/24'
'33609';'14561781';17;2025;11;3;'2026/01/24'
'33609';'14682882';5;2025;11;3;'2026/01/24'
'33609';'14758699';13;2025;11;3;'2026/01/24'
'33609';'14954868';11;2025;11;3;'2026/01/24'
'33609';'14954892';8;2025;11;3;'2026/01/24'
'33609';'14989770';15;2025;11;3;'2026/01/24'
'33609';'14989788';14;2025;11;3;'2026/01/24'
'33609';'14989825';11;2025;11;3;'2026/01/24'
'33609';'15095284';16;2025;11;3;'2026/01/24'
'33609';'15168156';144;2025;11;3;'2026/01/24'
'33609';'15298014';108;2025;11;3;'2026/01/24'
'33609';'15303872';16;2025;11;3;'2026/01/24'
'33609';'15303910';10;2025;11;3;'2026/01/24'
'33609';'15311581';10;2025;11;3;'2026/01/24'
'33609';'15384553';4;2025;11;3;'2026/01/24'
'33609';'15474217';112;2025;11;3;'2026/01/24'
'33609';'15521562';2;2025;11;3;'2026/01/24'
'33610';'14064873';4;2025;11;3;'2026/01/24'
'33610';'14682882';16;2025;11;3;'2026/01/24'
'33610';'14954892';7;2025;11;3;'2026/01/24'
'33610';'14989788';2;2025;11;3;'2026/01/24'
'33610';'14989809';7;2025;11;3;'2026/01/24'
'33610';'15095284';6;2025;11;3;'2026/01/24'
'33610';'15298014';44;2025;11;3;'2026/01/24'
'33610';'15303872';11;2025;11;3;'2026/01/24'
'33610';'15384553';1;2025;11;3;'2026/01/24'
'33610';'15474217';44;2025;11;3;'2026/01/24'
'33610';'15489099';11;2025;11;3;'2026/01/24'
'33611';'14545132';20;2025;11;3;'2026/01/24'
'33611';'14682882';38;2025;11;3;'2026/01/24'
'33611';'14758699';15;2025;11;3;'2026/01/24'
'33611';'14954868';8;2025;11;3;'2026/01/24'
'33611';'14954892';12;2025;11;3;'2026/01/24'
'33611';'14989825';13;2025;11;3;'2026/01/24'
'33611';'15095284';13;2025;11;3;'2026/01/24'
'33611';'15168156';60;2025;11;3;'2026/01/24'
'33611';'15303872';7;2025;11;3;'2026/01/24'
'33611';'15303910';9;2025;11;3;'2026/01/24'
'33611';'15311581';9;2025;11;3;'2026/01/24'
'33611';'15384553';6;2025;11;3;'2026/01/24'
'33611';'15474217';392;2025;11;3;'2026/01/24'
'33612';'14064873';5;2025;11;3;'2026/01/24'
'33612';'14545132';10;2025;11;3;'2026/01/24'
'33612';'14561781';36;2025;11;3;'2026/01/24'
'33612';'14682882';26;2025;11;3;'2026/01/24'
'33612';'14758699';5;2025;11;3;'2026/01/24'
'33612';'14954892';12;2025;11;3;'2026/01/24'
'33612';'14989788';6;2025;11;3;'2026/01/24'
'33612';'14989809';12;2025;11;3;'2026/01/24'
'33612';'14989825';19;2025;11;3;'2026/01/24'
'33612';'15095284';7;2025;11;3;'2026/01/24'
'33612';'15303910';14;2025;11;3;'2026/01/24'
'33612';'15311581';9;2025;11;3;'2026/01/24'
'33612';'15521562';44;2025;11;3;'2026/01/24'
'33613';'14064873';13;2025;11;3;'2026/01/24'
'33613';'14682882';6;2025;11;3;'2026/01/24'
'33613';'14954892';3;2025;11;3;'2026/01/24'
'33613';'14989809';9;2025;11;3;'2026/01/24'
'33613';'15474217';20;2025;11;3;'2026/01/24'
'33614';'14001338';1;2025;11;3;'2026/01/24'
'33614';'14682882';21;2025;11;3;'2026/01/24'
'33614';'14954868';5;2025;11;3;'2026/01/24'
'33614';'14954892';6;2025;11;3;'2026/01/24'
'33614';'14989770';8;2025;11;3;'2026/01/24'
'33614';'14989825';12;2025;11;3;'2026/01/24'
'33614';'14989833';9;2025;11;3;'2026/01/24'
'33614';'15298014';8;2025;11;3;'2026/01/24'
'33614';'15303872';8;2025;11;3;'2026/01/24'
'33614';'15489099';29;2025;11;3;'2026/01/24'
'33615';'14064873';13;2025;11;3;'2026/01/24'
'33615';'14545132';17;2025;11;3;'2026/01/24'
'33615';'14682882';61;2025;11;3;'2026/01/24'
'33615';'14758699';28;2025;11;3;'2026/01/24'
'33615';'14954868';19;2025;11;3;'2026/01/24'
'33615';'14954892';49;2025;11;3;'2026/01/24'
'33615';'14989788';7;2025;11;3;'2026/01/24'
'33615';'14989809';8;2025;11;3;'2026/01/24'
'33615';'14989825';13;2025;11;3;'2026/01/24'
'33615';'15168156';176;2025;11;3;'2026/01/24'
'33615';'15298014';107;2025;11;3;'2026/01/24'
'33615';'15303872';12;2025;11;3;'2026/01/24'
'33615';'15311581';16;2025;11;3;'2026/01/24'
'33615';'15384553';12;2025;11;3;'2026/01/24'
'33615';'15474217';16;2025;11;3;'2026/01/24'
'33616';'14064873';12;2025;11;3;'2026/01/24'
'33616';'14545132';7;2025;11;3;'2026/01/24'
'33616';'14682882';34;2025;11;3;'2026/01/24'
'33616';'14758699';12;2025;11;3;'2026/01/24'
'33616';'14954892';17;2025;11;3;'2026/01/24'
'33616';'14989788';18;2025;11;3;'2026/01/24'
'33616';'14989825';26;2025;11;3;'2026/01/24'
'33616';'14989833';4;2025;11;3;'2026/01/24'
'33616';'15095284';1;2025;11;3;'2026/01/24'
'33616';'15298014';36;2025;11;3;'2026/01/24'
'33616';'15303910';6;2025;11;3;'2026/01/24'
'33616';'15311581';11;2025;11;3;'2026/01/24'
'33616';'15384553';7;2025;11;3;'2026/01/24'
'33616';'15489099';2;2025;11;3;'2026/01/24'
'33616';'15521562';29;2025;11;3;'2026/01/24'
'33617';'14064873';4;2025;11;3;'2026/01/24'
'33617';'14545132';12;2025;11;3;'2026/01/24'
'33617';'14682882';10;2025;11;3;'2026/01/24'
'33617';'14758699';9;2025;11;3;'2026/01/24'
'33617';'14954868';10;2025;11;3;'2026/01/24'
'33617';'14954892';4;2025;11;3;'2026/01/24'
'33617';'14989770';9;2025;11;3;'2026/01/24'
'33617';'14989788';8;2025;11;3;'2026/01/24'
'33617';'14989825';12;2025;11;3;'2026/01/24'
'33617';'15095284';5;2025;11;3;'2026/01/24'
'33617';'15168156';54;2025;11;3;'2026/01/24'
'33617';'15298014';4;2025;11;3;'2026/01/24'
'33617';'15303910';9;2025;11;3;'2026/01/24'
'33617';'15311581';12;2025;11;3;'2026/01/24'
'33617';'15384553';4;2025;11;3;'2026/01/24'
'33617';'15474217';32;2025;11;3;'2026/01/24'
'33617';'15489099';11;2025;11;3;'2026/01/24'
'33618';'14064873';4;2025;11;3;'2026/01/24'
'33618';'14545132';8;2025;11;3;'2026/01/24'
'33618';'14682882';5;2025;11;3;'2026/01/24'
'33618';'14758699';12;2025;11;3;'2026/01/24'
'33618';'14954868';12;2025;11;3;'2026/01/24'
'33618';'14954892';12;2025;11;3;'2026/01/24'
'33618';'14989788';7;2025;11;3;'2026/01/24'
'33618';'14989825';12;2025;11;3;'2026/01/24'
'33618';'14989833';12;2025;11;3;'2026/01/24'
'33618';'15095284';12;2025;11;3;'2026/01/24'
'33618';'15168156';36;2025;11;3;'2026/01/24'
'33618';'15298014';19;2025;11;3;'2026/01/24'
'33618';'15303872';12;2025;11;3;'2026/01/24'
'33618';'15303910';9;2025;11;3;'2026/01/24'
'33618';'15474217';44;2025;11;3;'2026/01/24'
'33618';'15489099';12;2025;11;3;'2026/01/24'
'33619';'14001338';6;2025;11;3;'2026/01/24'
'33619';'14064873';8;2025;11;3;'2026/01/24'
'33619';'14545132';14;2025;11;3;'2026/01/24'
'33619';'14561781';9;2025;11;3;'2026/01/24'
'33619';'14682882';8;2025;11;3;'2026/01/24'
'33619';'14758699';4;2025;11;3;'2026/01/24'
'33619';'14954892';29;2025;11;3;'2026/01/24'
'33619';'14989770';9;2025;11;3;'2026/01/24'
'33619';'14989788';5;2025;11;3;'2026/01/24'
'33619';'14989809';8;2025;11;3;'2026/01/24'
'33619';'14989825';3;2025;11;3;'2026/01/24'
'33619';'14989833';15;2025;11;3;'2026/01/24'
'33619';'15095284';8;2025;11;3;'2026/01/24'
'33619';'15168156';1;2025;11;3;'2026/01/24'
'33619';'15298014';96;2025;11;3;'2026/01/24'
'33619';'15303872';6;2025;11;3;'2026/01/24'
'33619';'15474217';24;2025;11;3;'2026/01/24'
'33620';'14682882';15;2025;11;3;'2026/01/24'
'33620';'14758699';16;2025;11;3;'2026/01/24'
'33620';'14954892';9;2025;11;3;'2026/01/24'
'33620';'15095284';5;2025;11;3;'2026/01/24'
'33620';'15303872';3;2025;11;3;'2026/01/24'
'33620';'15521562';1;2025;11;3;'2026/01/24'
'33622';'14064873';6;2025;11;3;'2026/01/24'
'33622';'14954892';5;2025;11;3;'2026/01/24'
'33622';'14989788';18;2025;11;3;'2026/01/24'
'33622';'14989825';7;2025;11;3;'2026/01/24'
'33622';'15303872';6;2025;11;3;'2026/01/24'
'33623';'14954892';838;2025;11;3;'2026/01/24'
'33624';'14064873';1;2025;11;3;'2026/01/24'
'33624';'14682882';16;2025;11;3;'2026/01/24'
'33624';'14954868';9;2025;11;3;'2026/01/24'
'33624';'14954892';20;2025;11;3;'2026/01/24'
'33624';'14989809';17;2025;11;3;'2026/01/24'
'33624';'15525563';6;2025;11;3;'2026/01/24'
'33625';'14064873';10;2025;11;3;'2026/01/24'
'33625';'14545132';9;2025;11;3;'2026/01/24'
'33625';'14758699';11;2025;11;3;'2026/01/24'
'33625';'14989788';11;2025;11;3;'2026/01/24'
'33625';'14989809';10;2025;11;3;'2026/01/24'
'33625';'14989825';11;2025;11;3;'2026/01/24'
'33625';'15303872';21;2025;11;3;'2026/01/24'
'33625';'15311581';1;2025;11;3;'2026/01/24'
'33626';'14064873';5;2025;11;3;'2026/01/24'
'33626';'14682882';9;2025;11;3;'2026/01/24'
'33626';'14954868';3;2025;11;3;'2026/01/24'
'33626';'14954892';5;2025;11;3;'2026/01/24'
'33626';'14989809';5;2025;11;3;'2026/01/24'
'33626';'15095284';9;2025;11;3;'2026/01/24'
'33626';'15298014';12;2025;11;3;'2026/01/24'
'33626';'15474217';52;2025;11;3;'2026/01/24'
'33626';'15489099';8;2025;11;3;'2026/01/24'
'33629';'14064873';16;2025;11;3;'2026/01/24'
'33629';'14545132';10;2025;11;3;'2026/01/24'
'33629';'14561781';17;2025;11;3;'2026/01/24'
'33629';'14682882';3;2025;11;3;'2026/01/24'
'33629';'14758699';2;2025;11;3;'2026/01/24'
'33629';'14954892';9;2025;11;3;'2026/01/24'
'33629';'14989770';8;2025;11;3;'2026/01/24'
'33629';'14989809';10;2025;11;3;'2026/01/24'
'33629';'15095284';3;2025;11;3;'2026/01/24'
'33629';'15168156';162;2025;11;3;'2026/01/24'
'33629';'15298014';135;2025;11;3;'2026/01/24'
'33629';'15303872';12;2025;11;3;'2026/01/24'
'33629';'15303910';13;2025;11;3;'2026/01/24'
'33629';'15311581';11;2025;11;3;'2026/01/24'
'33629';'15384553';2;2025;11;3;'2026/01/24'
'33629';'15474217';69;2025;11;3;'2026/01/24'
'33630';'14989788';7;2025;11;3;'2026/01/24'
'33630';'15168156';30;2025;11;3;'2026/01/24'
'33630';'15298014';28;2025;11;3;'2026/01/24'
'33630';'15303872';1;2025;11;3;'2026/01/24'
'33630';'15384553';4;2025;11;3;'2026/01/24'
'33630';'15474217';32;2025;11;3;'2026/01/24'
'33632';'14064873';5;2025;11;3;'2026/01/24'
'33632';'14545132';16;2025;11;3;'2026/01/24'
'33632';'14561781';11;2025;11;3;'2026/01/24'
'33632';'14682882';17;2025;11;3;'2026/01/24'
'33632';'14758699';27;2025;11;3;'2026/01/24'
